OTU_ID	FS1-1	FS1-2	FS1-3	FS1-4	FS2-1	FS2-2	FS2-3	FS2-4	SC1	SC2	SC3	SC4	SC5	TMW1	TMW2	TMW3	TMW4	SGR1	SGR2	SGR3	TL1	TL2	TL3	TL4	TL5	TL6	TL7	TL8	TLSed1	TLSed2	TLSed3	TLSed4	TLSed5	TLSed6	TLSed7	TLSed8	UGS1	UGS2	UGS3	UGW1	UGW2	UGW3
ASV154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	161	19	25	197	46	158	45	14	129	250	0	0	0
ASV155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	24	0	37	86	392	189	103	205	102	39	0	19	0	0	0	0
ASV156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	144	114	174	119	102	59	92	36	101	125	0	0	0
ASV157	0	0	0	0	0	0	0	0	72	122	38	36	54	51	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	546	0	121	0	0	0
ASV158	0	0	0	0	0	0	0	0	108	172	250	247	262	7	0	20	0	0	0	0	0	4	3	2	0	0	0	0	0	0	0	0	0	0	0	0	8	22	0	0	12	9
ASV159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	20	31	67	196	584	226	24	9	0	0	0	0	0	0
ASV160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	28	41	93	54	7	16	861	0	0	0	0	3	3
ASV161	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	89	68	159	156	62	154	297	0	29	21	0	0	0
ASV162	0	9	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	90	53	77	156	41	0	648	149	0	0	0	0	0	0
ASV163	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	161	154	35	78	355	44	14	0	0	0	81	25	7
ASV164	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	8	0	0	0	0	101	19	69	442	401	0	0	0
ASV165	3	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	32	23	37	23	26	35	86	162	392	235	0	0	0
ASV166	0	0	0	0	5	6	6	7	129	63	287	169	146	2	0	0	5	0	12	11	0	0	7	3	0	0	5	0	10	2	5	7	0	0	6	11	30	21	95	0	0	9
ASV167	7	8	8	11	21	0	8	6	0	0	0	0	0	50	70	26	124	122	20	89	19	44	70	61	18	37	44	14	0	6	0	0	6	0	0	8	0	0	0	15	47	23
ASV168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	17	16	0	0	23	0	63	174	100	130	115	43	339	148	0	0	0	0	0	0
ASV169	0	0	0	0	0	0	0	0	114	96	292	239	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	69	0	0	0
ASV170	0	2	197	187	2	32	466	87	3	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	7	0	5	8	10	0	0	9	0	0	0	0	0	5
ASV171	6	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	8	0	0	13	0	123	87	295	222	95	76	90	131	0	0	0	0	0	0
ASV172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	12	15	0	0	0	0	49	29	199	359	333	0	0	0
ASV173	0	0	0	0	0	0	0	0	127	113	180	192	134	9	0	0	9	0	0	0	0	5	6	10	0	0	0	6	14	0	0	0	0	0	148	58	13	40	0	6	0	3
ASV174	0	0	0	0	0	0	0	0	115	42	68	160	116	12	0	0	0	0	0	0	10	0	0	0	0	0	0	0	43	0	10	0	0	0	0	0	61	262	132	0	0	0
ASV175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	15	0	0	11	0	85	71	79	71	32	21	114	140	59	85	183	0	0	4
ASV176	0	16	20	12	64	0	55	12	0	0	0	0	0	12	21	23	8	36	0	30	157	70	45	95	201	16	0	19	0	0	6	0	0	0	0	0	0	0	0	0	22	11
ASV177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	14	49	39	29	0	157	64	43	18	209	121	140	0	0	0	0	0	0	0	0	0	0	0	13	0	0
ASV178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	17	198	83	0	0	145	0	22	33	0	46	16	9	0	66	28	317	45	0	0	0
ASV179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	20	0	0	82	0	17	170	109	206	85	30	238	72	0	0	0	0	0	0
ASV180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	87	108	142	297	233	0	83	94	0	0	25	0	0	0
ASV181	11	9	0	0	0	6	0	6	0	0	0	0	0	0	0	17	8	75	0	14	107	71	191	82	7	55	20	45	0	0	0	0	0	0	0	0	0	0	0	77	123	31
ASV182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	138	85	101	0	0	348	402	0	0	0	0	0	0
ASV183	0	67	0	0	321	14	11	19	47	0	0	47	0	0	0	0	0	187	123	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV184	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	5	9	9	4	14	0	149	55	13	22	8	0	515	165	42	51	9	8	0	4
ASV185	0	0	0	0	0	0	0	0	180	48	233	350	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
ASV186	0	0	0	0	0	0	0	0	11	14	19	26	0	0	0	13	0	9	0	0	0	0	0	0	0	0	10	0	16	41	37	159	384	107	81	107	0	0	11	0	0	0
ASV187	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	22	0	86	26	35	48	585	0	0	0	0	0	0
ASV188	0	34	0	0	52	35	0	0	63	170	91	67	73	59	52	0	20	20	19	10	0	0	25	0	0	0	55	0	0	0	0	0	0	0	0	0	38	31	8	14	0	16
ASV189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	45	93	44	138	55	0	81	157	54	394	0	0	0	0
ASV190	0	0	0	0	0	0	0	0	205	72	196	404	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV192	0	33	7	0	64	35	58	48	0	0	0	0	0	323	74	37	0	97	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0
ASV193	0	20	0	0	0	0	0	0	82	220	104	107	109	35	19	52	18	0	0	0	0	0	13	0	0	0	7	0	0	0	0	0	0	0	0	0	44	28	30	0	9	12
ASV194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	93	89	100	25	152	109	107	7	20	14	29	0	0	17	33	0	0	0	0	0	0
ASV195	14	23	27	0	34	14	28	21	0	0	0	0	0	25	91	29	116	2	28	23	3	11	140	53	11	5	25	1	1	4	2	0	0	0	0	15	0	0	0	30	68	21
ASV196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	25	11	16	14	39	19	13	19	19	21	0	7	26	0	178	185	231	0	0	0
ASV197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	86	203	244	107	109	124	86	0	0	0	0	0	0
ASV198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	157	143	80	76	164	67	35	0	0	0	66	27	0
ASV199	0	0	0	0	0	0	0	0	0	0	0	0	0	752	6	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5	0	0	0	0	0	0	0	0	0
ASV200	0	0	0	0	0	0	0	0	173	39	213	286	143	10	0	0	9	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	4
ASV201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	3	0	0	0	23	14	188	118	196	108	20	44	62	153	0	0	0	0	5	0
ASV202	0	9	0	0	22	9	0	9	0	0	0	0	0	0	0	0	0	150	25	77	0	8	0	11	0	6	6	9	3	0	0	0	0	0	0	0	190	70	159	0	0	17
ASV203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	19	29	0	0	0	2	0	0	0	3	0	0	0	21	371	366	0	0	0	0	0	0	0	0
ASV204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	83	303	305	97	40	26	34	13	0	16	0	0	0
ASV205	0	10	0	0	0	0	0	0	16	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	405	42	19	0	0	0	36	181	44	16	83	0	0	0
ASV206	0	0	0	0	0	0	0	0	56	61	207	192	170	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	17	0	0	0	29	47	0	35	0	0	0
ASV208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	75	38	50	38	166	89	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	57	49	56	0	0	37	28	223	165	208	0	0	0
ASV212	0	432	0	0	75	0	5	0	3	0	0	9	0	0	0	0	0	0	3	0	0	0	0	0	0	6	8	12	16	0	0	10	0	6	12	0	44	14	63	12	40	16
ASV213	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	41	28	46	40	65	61	83	32	86	100	61	0	0	0	0	0	0	47	0	0	0	0	22	0	16
ASV214	0	0	0	0	0	0	0	0	4	5	7	8	9	0	0	0	0	0	0	0	6	0	2	0	1	0	1	6	57	0	0	0	0	0	237	0	52	390	94	0	0	2
ASV215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	66	0	0	0	0	107	149	335	0	0	0
ASV216	0	5	5	0	10	12	20	6	11	14	0	9	7	0	0	8	15	0	0	11	15	0	177	57	14	7	130	7	0	0	16	0	0	0	6	0	13	178	28	7	0	0
ASV217	0	0	0	0	0	0	0	0	96	30	63	131	73	9	7	13	7	0	0	0	19	23	33	52	20	29	0	22	0	39	36	79	29	0	0	0	13	0	0	0	0	0
ASV218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	80	127	0	0	238	378	0	0	0	0	0	0
ASV219	0	0	0	0	0	0	0	0	111	17	12	98	27	29	24	35	24	46	36	53	0	22	21	20	8	12	29	0	0	0	0	0	0	0	0	0	0	0	0	38	53	65
ASV220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	5	0	0	5	0	0	91	172	128	0	26	85	106	37	92	66	0	0	0
ASV221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	349	37	14	14	8	14	88	319	0	0	0	4	0	0
ASV222	0	0	0	0	0	0	0	0	126	43	162	354	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV223	0	0	0	0	0	0	0	0	26	18	14	18	14	18	11	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	526	106	48	0	0	0
ASV224	0	0	0	0	0	0	0	0	106	62	136	227	88	0	0	0	1	0	0	0	5	13	5	0	0	0	0	4	0	3	0	0	0	0	5	0	21	73	19	6	5	2
ASV225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	6	16	0	8	0	19	16	25	12	13	83	17	8	58	18	62	14	0	121	49	72	36	93	0	0	0
ASV226	0	0	0	0	0	0	0	0	31	23	0	21	23	10	0	49	52	0	0	11	0	49	60	45	0	23	81	31	22	23	0	36	0	0	38	0	23	0	0	26	35	46
ASV227	0	0	0	0	0	0	0	0	13	0	0	12	6	0	0	0	9	4	13	12	0	0	0	0	0	0	0	0	27	72	14	42	18	0	150	210	69	97	46	0	0	9
ASV228	33	42	66	0	0	0	0	0	0	0	0	0	0	25	7	22	70	0	0	27	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	289	75	77
ASV229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	41	134	184	49	27	283	39	0	0	0	0	0	0
ASV230	0	0	0	0	11	0	6	0	0	0	0	0	3	19	0	22	13	64	19	18	0	0	0	10	4	14	22	19	21	25	32	42	27	30	19	18	95	74	60	0	16	0
ASV231	0	0	0	0	0	0	0	0	26	18	43	102	62	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	51	41	21	10	0	0	49	114	146	0	0	0
ASV232	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	9	0	0	0	0	58	74	83	94	167	63	107	136	0	0	1	0	0	0
ASV233	12	33	0	0	37	19	20	38	62	16	26	46	0	0	0	48	40	71	48	70	0	14	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	51	31
ASV234	0	0	0	0	0	0	0	24	0	0	0	0	0	0	36	0	0	0	0	0	0	44	235	69	0	0	154	53	0	0	0	0	0	0	0	0	0	0	0	37	80	0
ASV235	0	0	0	0	0	0	0	0	111	50	82	134	64	19	12	32	38	2	8	6	10	4	0	4	5	0	11	0	0	11	22	54	9	0	6	26	0	0	0	6	19	7
ASV236	0	0	0	0	8	3	0	0	40	41	0	0	25	0	0	0	0	0	0	0	48	60	50	43	22	76	156	98	0	0	0	0	0	0	19	0	0	0	0	0	0	0
ASV237	0	0	0	0	0	0	0	0	125	64	138	255	115	4	6	10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0
ASV238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	17	0	22	0	0	46	30	0	0	60	0	0	33	27	25	0	0	0	0	39	138	173	0	0	0
ASV239	0	0	0	0	0	0	0	0	167	63	123	199	144	6	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV240	0	12	15	0	0	9	0	0	0	0	0	0	0	0	0	0	0	44	38	0	0	0	0	0	0	0	0	0	70	100	91	23	37	156	38	10	10	0	0	58	0	0
ASV241	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	24	0	57	59	42	154	81	73	0	156	54	0	0	0	0	0
ASV242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	74	44	81	87	301	0	0	0
ASV243	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	102	130	397	27	0	0	0	0	0	0	0
ASV244	0	0	0	0	0	0	0	0	89	109	182	189	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV246	0	0	0	0	0	0	0	0	62	66	126	161	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	18	45	0	0	0	38	44	0	35	0	0	0
ASV247	0	0	0	0	31	0	0	0	0	0	0	0	0	0	21	56	5	28	0	0	60	45	85	51	14	36	94	52	0	0	0	0	0	0	0	0	0	0	0	0	92	0
ASV248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	86	0	136	154	13	31	40	0	0	0	0	0	0	26	0	0	0	0	0	0	0
ASV249	0	0	28	36	15	0	23	20	0	0	0	0	0	25	10	36	19	29	0	25	17	28	28	27	13	23	43	27	0	0	0	0	0	0	0	0	0	0	0	28	148	12
ASV252	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	61	0	32	16	22	43	173	86	30	102	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	73	251	120	93	42	178	0	0	0	0	0	0	0
ASV254	0	0	0	0	0	0	0	0	33	29	28	27	32	0	0	0	0	0	0	0	0	0	18	33	0	0	240	25	0	0	0	24	0	0	132	23	13	0	22	0	0	0
ASV255	8	69	0	0	60	38	0	16	39	19	0	16	18	11	6	6	6	115	18	17	11	0	13	13	0	16	12	14	0	0	27	18	15	0	17	20	0	0	0	8	12	2
ASV256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	118	124	30	35	164	20	0	0	0	0	54	22	0
ASV257	181	28	23	13	32	23	48	0	0	0	0	0	0	0	0	24	0	27	10	31	0	19	31	0	30	19	12	31	0	0	0	0	0	0	0	0	0	0	0	0	0	18
ASV258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	145	0	27	105	199	45	66	134	0	0	0	0	0	0
ASV259	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	51	0	7	248	7	0	14	7	26	13	0	38	34	0	0	22	0	0	0
ASV260	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	11	0	197	318	149	0	0	0	0	8	0	0	0
ASV261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	40	116	93	134	0	51	98	173	0	0	0	0	0	0
ASV262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	20	41	33	49	59	58	83	94	61	55	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV263	0	0	0	0	0	0	0	0	0	0	0	0	0	16	29	20	19	98	34	160	25	49	35	11	68	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	24	15	10	12	115	81	169	108	0	0	0	0	0	28	0	0	0	0	0	0	0
ASV265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	5	12	378	222	64	10	0	0	0	0	0	0	0
ASV266	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	59	0	8	36	43	15	40	0	108	145	70	0	0	0	0	0	0	0	0	0	0	0	25	36	0
ASV267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	14	134	89	47	0	0	0	190	157	43	0	0	0
ASV268	0	0	0	0	0	0	0	0	38	0	26	70	34	116	17	68	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	21	0	11	17
ASV269	0	7	8	0	31	17	11	18	38	43	24	41	28	3	0	0	5	28	21	29	7	0	0	0	0	0	13	0	0	10	0	0	0	0	20	13	29	80	57	16	21	8
ASV270	0	0	0	0	0	0	0	0	76	40	31	352	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0
ASV271	0	0	0	0	0	0	0	0	54	32	71	215	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	9	0	3	0	0	0	29	72	0	62	0	0	0
ASV272	0	22	0	0	0	0	0	0	29	64	38	45	32	11	6	14	3	0	0	0	0	0	52	0	0	0	39	0	0	49	28	0	0	12	0	48	29	30	20	0	38	21
ASV273	0	0	0	0	0	0	0	0	136	73	42	262	58	0	10	7	8	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV274	0	206	0	0	42	0	0	0	6	0	9	7	0	9	9	0	10	0	0	0	0	0	0	0	0	0	0	0	10	0	6	8	5	0	9	10	156	22	53	4	22	8
ASV275	0	9	0	0	12	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	28	15	11	16	16	0	66	0	38	41	46	68	28	8	110	133	0	0	0	0	0	0
ASV276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	12	21	9	14	7	76	20	15	76	0	0	15	0	75	202	0	0	56	0	0	0
ASV277	0	0	0	0	0	0	0	0	81	36	222	179	67	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	1	0	0	0
ASV278	0	0	0	0	0	0	0	0	44	18	122	116	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	18	40	0	0	0	72	49	23	27	0	0	0
ASV279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	144	95	19	8	82	177	0	0	0	0	0	0
ASV282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	61	29	52	11	19	192	178	0	0	0	0	0	0
ASV283	0	0	0	0	0	16	17	0	0	0	0	0	0	0	0	26	0	0	0	0	21	29	0	16	34	0	20	26	0	47	0	0	0	0	28	82	195	36	0	0	0	0
ASV284	0	0	0	0	0	0	0	0	104	176	41	64	69	25	15	55	0	0	0	0	0	0	0	0	0	0	0	7	14	0	0	0	0	0	0	0	21	0	0	0	0	0
ASV285	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	21	0	0	20	30	23	0	0	0	0	0	21	0	7	0	0	0	0	51	10	70	108	136	0	0	0
ASV286	0	16	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	273	25	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV287	11	49	0	0	104	54	26	20	0	17	43	8	0	39	26	12	20	64	12	0	10	0	18	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	21	11	0	5
ASV288	0	0	0	0	43	17	0	9	0	0	0	0	0	0	0	0	0	164	33	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	14	14	203	225	122	9	11	0	0	0	0	0	5
ASV290	0	0	0	0	0	0	0	0	62	123	60	152	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	20	10	0	0	0
ASV292	0	36	0	0	100	23	17	10	27	46	34	47	39	13	6	15	0	19	14	0	11	0	18	15	0	0	11	0	0	0	0	0	0	0	0	0	0	38	13	0	13	0
ASV293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9	21	81	6	0	114	17	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	7	0	23	0	0	30	499	0	0	0	0	0	0
ASV295	0	0	0	1	280	60	19	198	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	5	0	3	4	0	0	0	5	0	0	0	1	0	0
ASV296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	88	172	88	0	31	35	0	0	83	79	0	0	0
ASV297	0	0	0	0	0	0	0	0	121	45	145	170	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5
ASV298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	468	0	26	33	0	0	93	0	0	0	0	0	0	0
ASV300	0	0	0	0	0	0	0	0	140	0	81	199	128	0	0	0	0	0	0	4	0	0	0	0	0	2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	6	0
ASV302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	5	0	0	0	2	0	0	0	46	360	0	0	0
ASV303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	5	24	13	21	20	0	50	0	0	0	38	212	67	71	0	0	0
ASV304	0	0	0	0	0	0	0	0	0	83	0	82	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	84	102	74	0	0	0
ASV305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	29	156	142	0	0	163	18	0	0	0	0	0	0	0	0	0	0	3	0	0	0
ASV306	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	55	34	110	40	0	0	109	0	116	9	0	0	0
ASV307	0	0	0	0	0	0	0	0	98	49	91	120	45	0	0	0	0	0	0	0	3	0	0	0	0	0	4	0	36	0	0	0	0	0	0	25	41	0	28	0	0	0
ASV310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	58	39	110	122	49	33	84	0	63	0	0	0	0
ASV311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	94	12	8	50	39	12	0	0	5	63	12	52	35	0	0	0
ASV312	0	7	0	0	0	0	0	0	0	0	0	0	0	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	88	69	77	10	23	173	20	11	0	0	0	31	14	0
ASV313	0	20	0	0	0	0	0	0	0	0	0	0	0	25	19	64	34	73	45	58	0	0	0	11	0	0	17	8	0	0	0	0	0	0	0	0	0	0	0	30	42	56
ASV314	0	0	0	0	0	0	0	0	28	23	85	51	14	38	10	51	60	9	18	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	46	25
ASV315	0	0	0	0	0	0	0	0	105	20	48	248	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	9	20	24	0	44	29	15	31	64	18	20	106	21	15	0	0	15	0	0	9	34	0	0	0	0	0	0
ASV317	0	29	0	0	49	0	0	0	0	0	0	0	0	43	0	48	17	108	45	103	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	15	0
ASV318	0	0	0	0	0	0	0	0	90	42	99	212	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0
ASV319	0	0	0	0	0	1	0	0	127	44	62	162	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0
ASV320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	15	14	261	209	10	11	0	0	0	0	0	0
ASV321	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	12	21	0	0	0	12	0	14	34	35	38	0	9	62	20	55	129	68	0	0	0
