OTU_ID	FS1-1	FS1-2	FS1-3	FS1-4	FS2-1	FS2-2	FS2-3	FS2-4	SC1	SC2	SC3	SC4	SC5	TMW1	TMW2	TMW3	TMW4	SGR1	SGR2	SGR3	TL1	TL2	TL3	TL4	TL5	TL6	TL7	TL8	TLSed1	TLSed2	TLSed3	TLSed4	TLSed5	TLSed6	TLSed7	TLSed8	UGS1	UGS2	UGS3	UGW1	UGW2	UGW3
ASV517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	68	0	90	14	0	6	48	0	21	0	0	0	0
ASV519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	6	33	39	95	34	0	15	27	0	0	0	0	0	0
ASV520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	40	74	51	0	0	0	0	2	51	25	0	0	0
ASV522	0	0	0	0	6	0	4	0	0	0	0	0	0	8	0	12	0	8	5	0	0	0	27	31	0	10	96	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV523	0	0	0	0	0	0	0	0	26	17	34	52	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	27	0	0	0	0	0	0	0	0	0
ASV524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	47	0	0	25	95	64	0	0	0	0	0	0
ASV525	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	4	0	0	0	10	0	0	0	22	0	0	23	12	23	53	0	0	0	22	0	33	12	0	0	0
ASV527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	23	33	46	21	86	8	10	0	0	0	0	0	0
ASV529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	30	26	0	0	117	41	0	0	0	0	0	0
ASV531	0	0	0	0	17	0	0	0	20	0	18	0	0	0	0	23	22	24	12	14	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	25	20
ASV533	0	0	0	0	0	0	0	0	33	14	37	78	35	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	12	11	0	0	0	0
ASV535	0	0	0	0	0	0	0	0	26	18	38	72	33	0	0	0	0	0	0	4	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	7	24	0	0	0	0	0
ASV536	14	0	0	10	11	18	0	0	0	0	5	21	0	13	12	0	0	24	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	7	0	63	0	15	0	0	0
ASV537	0	0	0	0	0	0	17	11	0	0	0	0	0	0	0	0	0	0	0	0	9	0	23	30	19	35	0	0	0	0	0	0	16	0	0	28	0	0	21	0	0	0
ASV538	0	0	0	0	0	0	0	0	5	0	8	29	13	28	16	13	0	0	0	0	0	0	0	0	0	0	0	0	7	14	0	16	0	0	0	0	57	0	12	0	0	0
ASV539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	50	48	24	19	13	13	0	0	0	0	0	0
ASV540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	2	207	7	4	5	4	0	0	5	0	0	0	2	0	0
ASV541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	64	94	41	17	15	0	0	0	0	0	0
ASV548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	10	45	56	0	67	0	0	0	0	0	0
ASV549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	61	0	0	48	0	46	0	0	0	41	0	0	0	0	0	0
ASV553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	3	0	50	0	0	10	14	24	12	0	2	18	17	0	0	0	0	0	0	8	18	0	0	0	0	0	0
ASV554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	54	18	0	0	0	82	28	0	0	0
ASV555	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	9	16	52	17	8	7	9	9	0	2	20	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV556	0	5	8	7	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	7	9	16	11	0	0	24	7	0	0	0	8	0	0	0	0	13	15	33	4	0	0
ASV557	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	18	28	84	38	17	0	24	0	0	0	0	0	0
ASV558	0	0	0	0	0	0	0	0	12	19	0	0	0	0	0	0	0	0	0	0	25	10	0	13	0	35	32	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	9	0	38	42	0	0	0	109	24	0	0	0	0	0	0
ASV560	0	0	30	24	0	0	40	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	16	0	15	0	17	0	0	0	0	0	0	0	0	0	0	0	0	32	0
ASV561	0	0	0	0	0	0	0	0	28	15	17	45	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	18	0	37	0	0	0
ASV563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	45	18	42	0	9	0	25	0	0	40	0	0	0
ASV564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	15	23	0	10	14	13	0	72	28	0	0	0
ASV565	0	0	0	0	31	36	48	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0
ASV566	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	78	0	62	0	7	0
ASV568	0	37	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	36	4	0	8	0	0	0	6	6	17	20	0	0	0	0	0	0	0	0	0	0	0	6	15	15
ASV569	0	0	0	0	0	0	0	0	38	28	69	41	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	45	17	28	18	26	23	0	0	0	0	0	0
ASV571	17	8	9	7	5	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	2	0	9	0	0	8	0	19	0	0	0	0	0	0	0	0	0	0	7	15	6
ASV573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	106	28	0	0	0	0	0	0	0	0	12	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV574	0	2	0	0	0	0	0	0	30	0	14	22	25	5	0	12	0	0	0	0	0	0	6	0	0	0	0	0	0	0	43	0	20	21	0	0	0	0	0	0	0	0
ASV575	0	0	0	0	0	0	0	0	31	14	55	73	28	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV578	0	0	0	0	0	0	0	0	38	39	24	20	21	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0
ASV581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	3	17	0	3	147	0	0	0	0	0	0
ASV582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	69	47	51	7	0	10	21	0	0	0	0	0	0
ASV585	0	0	0	0	0	0	0	0	34	0	0	50	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	4	0	0
ASV586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	9	0	0	0	32	97	26	0	18	14	0	0	0	0	0	0
ASV588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	64	26	5	8	47	0	0	0
ASV589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	21	9	35	0	16	33	86	0	0	0	0	0	0
ASV591	0	0	0	0	5	8	1	0	5	2	13	64	32	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	4	0	16	0	0	0
ASV592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	8	0	0	72	0	0	0	0	0	0	0	103	11	0	0	0	0	0	0
ASV593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	55	39	0	18	50	0	0	25	0	0	0
ASV595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	44	16	28	0	0	63	37	0	0	0	0	0	0
ASV598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	28	0	21	4	26	19	30	0	0	0	0	0	0	29	0	0	0	8	0	0	0
ASV599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	48	37	39	41	43	0	0	0	0	0	0	0
ASV600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	12	30	52	69	19	0	0	0	0	0	0	0	0
ASV601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	42	59	42	28	13	0	0	0	0	0	0	0
ASV606	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	7	0	0	10	0	25	56	25	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
ASV609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	15	0	0	30	0	0	32	9	52	0	0	33	0	0	0	0	0	0	0
ASV610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	80	49	11	0	7	14	30	0	0	0	0	0	0
ASV611	0	18	0	0	0	0	0	0	0	0	7	0	0	0	39	52	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	20	0	0
ASV612	0	0	0	0	5	0	0	0	23	0	36	17	0	10	6	0	11	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0
ASV613	3	9	0	0	21	31	18	0	0	0	0	0	0	0	0	0	0	43	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0
ASV615	0	0	0	0	0	0	0	0	9	14	72	67	21	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV616	0	2	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	6	0	0	0	1	0	15	0	4	23	41	18	0	0	13	0	0	0	3	0
ASV617	5	0	0	0	0	0	0	0	6	7	9	8	14	0	4	0	16	0	4	8	0	0	0	0	0	6	0	4	0	0	0	3	0	0	0	0	8	72	0	0	0	5
ASV618	0	0	0	0	0	0	0	0	20	3	19	63	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	43	0	0	0	0
ASV621	0	0	0	0	11	0	0	0	0	0	0	0	0	0	8	0	0	7	0	0	0	27	21	16	13	11	15	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	16	32	33	0	23	18	11	0	0	26	0	0	0
ASV623	0	14	0	7	12	0	6	10	0	0	0	0	0	9	0	7	0	0	0	0	0	0	0	0	0	0	0	0	12	16	11	19	0	6	20	13	0	0	0	8	4	7
ASV624	2	3	0	0	4	4	0	1	12	40	24	15	15	5	2	1	2	0	0	0	0	8	2	10	0	6	0	3	0	0	0	0	0	0	0	0	8	1	0	0	2	2
ASV625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	28	39	8	17	33	0	0	0	0	0	13	0	0
ASV626	0	11	0	0	0	0	0	0	48	18	22	25	21	8	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	9	6
ASV627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	20	108	32	0	13	0	0	0	0	0	0
ASV628	0	3	2	2	8	5	4	0	1	0	11	0	3	0	0	3	5	5	0	0	3	8	0	4	6	0	5	3	0	5	11	7	14	7	8	4	0	0	8	4	0	3
ASV631	0	0	0	0	0	0	0	0	29	0	72	44	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0
ASV633	0	0	0	0	0	0	0	0	56	0	37	36	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
ASV635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	31	66	28	21	20	0	0	0	0	0	0
ASV636	0	0	0	0	0	0	0	0	0	9	0	0	0	6	0	0	5	0	0	0	0	0	0	0	0	0	0	0	12	8	0	0	43	29	22	9	0	0	25	0	0	0
ASV638	0	0	0	0	5	35	14	12	0	0	0	0	0	0	0	0	0	30	16	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	7	0	11
ASV639	0	0	0	0	0	0	0	0	7	5	46	49	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	3	7	4	0	5	0	0	0	0	0	0	0	0
ASV643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	18	18	0	7	15	73	0	0	0	0	0	0
ASV645	0	0	0	0	0	0	0	0	29	0	16	32	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	27	35	0	0	0	0	0	0
ASV646	0	0	0	0	0	0	0	0	15	17	50	48	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV649	0	0	0	0	0	0	0	0	15	17	45	45	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0
ASV653	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	15	0	16	0	17	0	0	41	9	0	0	0	0	0	0	0	0	0	0	0	7	31	0
ASV655	0	0	0	0	0	0	0	0	0	0	55	25	21	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	36	0	0	0	0	0
ASV658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	26	0	0	20	0	0	0	33	46	0	0	0	0	0	0	0	0	0	0
ASV660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	15	57	27	25	9	14	19	0	0	0	0	0	0
ASV661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	8	0	2	3	12	89	50	0	0	0	2	0	0
ASV663	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	11	0	15	36	10	28	0	0	34	8	0	0	6	0	0	0
ASV664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	29	38	0	0	63	0	0	0	0	0	15	0	0
ASV668	0	0	0	0	0	0	0	0	10	6	10	7	14	0	0	0	8	0	0	0	0	0	0	0	0	0	9	7	17	0	0	0	0	0	37	10	8	0	10	0	0	0
ASV673	0	0	0	0	0	0	0	0	37	9	23	55	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
ASV675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	60	21	26	26	0	0	0	0	0	0	0
ASV677	0	0	0	0	0	0	0	0	18	14	64	36	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV678	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	19	20	22	0	0	18	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	29	19	49	22	11	19	10	0	0	0	0	0	0
ASV683	0	0	0	0	0	0	0	0	32	34	16	41	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	13	0	7	0	0	49	78	0	0	0	0	0	0
ASV686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	8	7	11	2	6	111	0	0	0	0	0	0
ASV689	0	0	0	0	0	0	0	0	15	0	15	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	41	26	0	0	0	0	0	0	0	0	0
ASV691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	7	13	85	22	22	0	8	0	0	0	0	0	0
ASV693	0	0	0	0	5	15	3	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	13	0	0	53	0	0	0	0	7	0	9	0	0	0	0	0	0	0	0
ASV694	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	60	34	0	0	23	0	0	0	0	0	0	0
ASV695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	13	27	83	27	0	3	0	0	0	0	0	0	0	0
ASV696	0	10	0	0	26	18	8	13	0	0	0	0	0	0	0	4	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	5	41	8	13	7	27	3	0	2	4	8	0	0	7	0	0	0	0	0	0	0
ASV700	0	28	12	7	0	0	52	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	21	35	39	21	11	0	0	0	0	2	0	0
ASV704	3	10	0	0	27	6	8	1	0	0	0	0	0	3	12	4	4	0	6	11	2	3	1	5	5	2	4	0	1	1	2	2	4	0	0	6	0	0	0	0	3	0
ASV705	0	0	0	0	0	6	0	10	0	0	0	0	0	0	0	20	0	26	0	17	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	21	0	0	7
ASV706	0	0	0	0	0	0	0	0	0	0	0	0	0	6	7	4	9	10	0	22	0	0	22	17	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
ASV707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	50	35	0	0	20	22	0	0	0	0	0	0
ASV708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	20	22	25	52	0	0	0
ASV710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	9	26	28	49	15	0	0	0	0	0	0	0	0
ASV711	0	58	0	0	0	0	0	0	0	0	0	0	0	15	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	4	0	0	0	0	0	0	0
ASV717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	13	78	19	11	0	0	0	0	0	0	0
ASV720	0	0	0	0	23	6	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	46	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
ASV723	0	0	0	0	0	0	0	0	21	9	35	36	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0
ASV725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	23	0	34	0	0	59	25	0	0	0	0	0	0
ASV730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	14	11	16	11	14	25	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	3	103	13	0	2	0	0	0	0	0	0
ASV733	4	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	4	0	18	2	0	0	13	15	0	13	23	0	0	0	0	0	0	0	0	0	10	0	0	0	10	6
ASV734	0	0	0	14	0	0	0	4	0	0	0	0	0	0	0	0	20	0	0	0	4	0	10	13	17	4	8	5	0	0	0	0	0	0	0	0	0	0	0	0	4	13
ASV735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	10	19	27	34	19	0	23	0	0	0	0	0	0
ASV737	0	53	0	0	16	0	0	0	0	0	0	0	0	0	9	0	6	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	7	0	0	0	10	0	11	6	0	10
ASV741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	8	18	12	27	17	11	11	6	0	0	14	0	0	0
ASV743	0	45	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	6	17	4	0	0	0	7	4	2	3	3	0	0	0	0	0	0
ASV746	0	15	0	0	41	15	0	0	0	0	24	5	0	4	0	0	0	16	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV747	0	0	0	0	0	0	0	5	0	0	0	0	0	0	5	0	0	22	0	3	0	0	0	3	0	0	0	0	8	4	7	10	18	7	4	11	26	0	0	0	0	0
ASV752	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	12	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	80	0	19	0	0
ASV755	3	0	3	51	2	0	35	20	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV756	0	0	22	6	12	0	14	10	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	21	0
ASV757	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	19	29	0	0	47	0	0	0	0	0	11	0	0
ASV758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	11	0	8	13	23	0	11	0	15	0	18	0	0	12	0	0	0	0	0	0	0
ASV759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	16	5	14	4	16	11	0	21	3	0	9	5	3	10	0	0	0	0	0	0	0
ASV760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	24	24	11	11	25	0	10	0	0	0	0	0
ASV761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	49	40	0	0	8	25	0	0	0	0	0	0
ASV768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	31	9	15	0	0	17	36	20	0	0	0	0	0
ASV771	0	17	52	0	0	7	22	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
ASV772	0	0	0	0	15	0	0	0	0	0	2	0	8	0	0	15	10	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	9	9
ASV773	0	0	0	0	0	0	0	0	0	4	9	0	0	0	0	0	0	0	4	6	0	0	0	0	0	1	5	0	0	8	9	8	43	10	11	9	0	0	0	0	0	0
ASV774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	7	13	9	13	12	18	50	0	0	0	0	0	0
ASV776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	48	48	23	14	0	0	0	0	0	0	0
ASV778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	8	0	0	12	21	10	0	0	29	44	0	0	0	0	0	0
ASV781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	7	0	0	11	0	0	0	0	0	105	0	0	0	0	0	0
ASV783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	27	25	4	11	21	7	0	0	0	0	6	7	0
ASV784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	21	11	0	0	0	20	18	0	0	30	0	0	0
ASV785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	42	45	16	8	6	0	0	0	0	0	0
ASV787	7	0	0	0	8	5	0	0	0	0	5	0	0	2	1	32	1	18	8	8	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	3
ASV788	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	22	21	10	0	41	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV789	0	0	0	0	0	0	0	0	0	0	0	3	0	12	5	0	12	0	0	0	0	0	0	0	0	0	0	0	0	19	0	19	7	0	19	15	0	0	0	0	0	0
ASV790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	12	8	0	23	0	0	0	13	7	24	12	3	0	0	0	0	0	0	0
ASV793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	21	0	0	0	26	0	0	17	0	0	0	0	0	0	0	0	13	4	0	0	0
ASV797	0	0	0	0	0	0	0	0	20	10	41	22	16	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0
